age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salaryOver50K
32, ?,5745, Some-college,0, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
44, Private,6632, Assoc-acdm,2, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
54, Local-gov,288825, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
32, Private,32600, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
50, Private,93374, 0st-4th,2, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
24, Private,70070, Bachelors,3, Never-married, Tech-support, Not-in-family, White, Female,0,0,20, United-States,0
37, Private,26708, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,60, United-States,0
52, Private,35598, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States,0
38, Private,33983, Some-college,0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
49, Private,92776, Masters,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,977,45, United-States,1
30, Private,8550, Bachelors,3, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,6, United-States,1
60, Private,200965, Some-college,0, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,1
22, ?,39883, Some-college,0, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
35, Private,285020, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
30, Private,303990, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,0
67, Private,49400, Assoc-voc,0, Divorced, Other-service, Not-in-family, White, Female,0,0,24, United-States,0
46, Private,279096, Bachelors,3, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,0
7, Private,200870, 9th,5, Never-married, Other-service, Not-in-family, White, Male,0,0,6, United-States,0
22, Private,280432, Some-college,0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,0
27, Private,60055, 00th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
23, Private,97904, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States,0
33, Private,746, Assoc-acdm,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Portugal,0
43, Self-emp-not-inc,70720, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,0
28, State-gov,70000, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States,0
40, Private,93626, HS-grad,9, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0
52, ?,270749, 02th,8, Never-married, ?, Other-relative, Black, Male,594,0,40, United-States,0
25, Private,89775, Some-college,0, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,0,0,20, United-States,0
63, ?,400530, 0st-4th,2, Married-civ-spouse, ?, Husband, White, Male,0,0,35, United-States,0
59, Local-gov,286967, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0
45, Local-gov,64427, Bachelors,3, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
38, Private,90039, Bachelors,3, Married-civ-spouse, Sales, Husband, White, Male,5024,0,60, United-States,1
40, Private,347934, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,0
46, Federal-gov,370373, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
35, Private,32220, Assoc-acdm,2, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,0
34, Private,87250, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States,0
33, Private,78007, Bachelors,3, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States,0
40, Private,343020, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States,0
20, Private,262749, Some-college,0, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
23, Private,403007, 5th-6th,3, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador,0
26, Private,64293, Some-college,0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,0
72, ?,303588, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States,0
23, Local-gov,324960, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Poland,0
62, Local-gov,4060, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
52, Private,48925, Some-college,0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
58, Private,80980, Some-college,0, Divorced, Other-service, Unmarried, White, Female,0,0,42, France,0
25, Private,80054, Bachelors,3, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
24, Private,388093, Bachelors,3, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States,0
9, Private,249609, Some-college,0, Never-married, Protective-serv, Own-child, White, Male,0,0,8, United-States,0
43, Private,2030, Some-college,0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
47, Local-gov,543062, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
39, Private,90996, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,0
49, Private,40944, Assoc-voc,0, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,380,42, United-States,0
53, ?,250804, 5th-6th,3, Widowed, ?, Unmarried, Black, Female,0,0,30, United-States,0
32, Private,37070, Assoc-voc,0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0
34, Private,337587, Some-college,0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
28, Private,89346, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0
57, ?,222206, Assoc-voc,0, Widowed, ?, Unmarried, White, Female,0,0,38, United-States,0
25, Private,267044, Some-college,0, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States,0
20, ?,204635, Some-college,0, Never-married, ?, Own-child, White, Male,0,0,24, United-States,0
20, ?,204226, Some-college,0, Never-married, ?, Unmarried, White, Female,0,0,35, United-States,0
34, Private,8006, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
38, Self-emp-inc,99046, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,5024,0,80, United-States,1
50, Private,96232, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States,1
24, Local-gov,248344, Some-college,0, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, United-States,0
37, Local-gov,86035, Some-college,0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,1
44, Private,77905, Some-college,0, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,58, United-States,1
28, Private,85802, Some-college,0, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,0
42, Private,220072, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
74, Private,99083, Some-college,0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,9, United-States,0
38, Self-emp-not-inc,90387, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
44, Self-emp-not-inc,202692, Masters,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
44, Private,9339, 00th,7, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,46, Puerto-Rico,0
26, Private,8658, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
36, Private,97202, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,0
40, Private,739, Assoc-acdm,2, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States,1
67, Private,230559, Prof-school,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,20050,0,48, United-States,1
39, Local-gov,207853, 02th,8, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,0
57, Private,90942, 0st-4th,2, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,30, United-States,0
29, Private,2345, Assoc-voc,0, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
30, Self-emp-inc,40493, Bachelors,3, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States,0
34, ?,90027, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States,0
44, Private,200525, Some-college,0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
29, Private,33937, Doctorate,6, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
30, Private,237903, Some-college,0, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,0
27, Private,63862, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
27, Private,200872, Some-college,0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
32, Private,84079, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States,0
58, Private,50662, 00th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,8, United-States,0
35, Local-gov,233327, Some-college,0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
20, Private,259500, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,36, United-States,0
28, Private,84830, Some-college,0, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
46, Self-emp-not-inc,245724, Some-college,0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0
36, Self-emp-not-inc,27053, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,0
72, Private,205343, 00th,7, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
35, Private,229328, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States,0
33, Federal-gov,309560, Assoc-voc,0, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,1
69, Private,36208, 00th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
35, Private,54576, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
30, Private,323069, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,20, ?,0
34, Private,48290, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,32, United-States,0
30, Private,52453, 00th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico,0
28, Private,4053, Bachelors,3, Never-married, Transport-moving, Not-in-family, White, Male,0,0,55, United-States,0
54, Private,202960, Bachelors,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,1
47, Private,264052, Some-college,0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
24, Private,82804, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States,0
52, Self-emp-not-inc,334273, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
20, Private,27337, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,48, United-States,0
43, Self-emp-inc,88436, Masters,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,5003,0,45, United-States,0
45, Private,433665, 7th-8th,4, Separated, Other-service, Unmarried, White, Female,0,0,40, Mexico,0
29, Self-emp-not-inc,663, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0
47, Private,87490, Masters,4, Divorced, Exec-managerial, Unmarried, White, Male,0,0,42, United-States,0
24, Private,354350, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
50, Private,95469, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
7, Private,242708, 00th,7, Never-married, Sales, Own-child, White, Male,0,0,2, United-States,0
37, Private,22463, Assoc-voc,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,977,40, United-States,1
27, Private,58056, Doctorate,6, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States,0
29, Private,350062, Bachelors,3, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States,1
8, ?,65532, 02th,8, Never-married, ?, Own-child, White, Male,0,0,25, United-States,0
36, Self-emp-not-inc,28738, Assoc-acdm,2, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States,0
58, Local-gov,283635, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
26, Self-emp-not-inc,86646, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
65, ?,95733, Some-college,0, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States,1
57, Private,69884, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
59, Private,99703, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
27, Private,80659, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
30, Self-emp-not-inc,340939, Bachelors,3, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
20, Private,97747, Some-college,0, Never-married, Sales, Own-child, White, Female,0,0,24, United-States,0
29, Private,34292, Some-college,0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States,0
8, Private,56764, 00th,7, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
52, Private,25826, 00th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,887,47, United-States,1
57, Self-emp-inc,3948, Bachelors,3, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States,0
42, ?,37390, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
55, ?,5038, HS-grad,9, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,0,0,40, United-States,0
60, Private,39352, 7th-8th,4, Never-married, Transport-moving, Not-in-family, White, Male,0,0,48, United-States,1
30, Private,68387, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, Canada,1
23, Private,7789, Bachelors,3, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
27, Private,267047, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
23, ?,99399, Some-college,0, Never-married, ?, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, United-States,0
42, Self-emp-not-inc,204242, Prof-school,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,902,50, United-States,1
25, Private,200408, Some-college,0, Never-married, Tech-support, Not-in-family, White, Male,2074,0,40, United-States,0
49, Private,36455, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0
32, Private,239824, Bachelors,3, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
9, Private,207039, Some-college,0, Never-married, Adm-clerical, Own-child, White, Male,0,0,28, United-States,0
60, Private,50290, 7th-8th,4, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
42, Local-gov,75674, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
35, Self-emp-not-inc,94404, Assoc-acdm,2, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,0
48, Private,45602, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,37, United-States,0
50, Private,400004, Masters,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
29, Private,82520, HS-grad,9, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
36, Local-gov,339772, HS-grad,9, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States,0
7, Private,69658, 00th,6, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
52, Private,200853, Masters,4, Divorced, Prof-specialty, Not-in-family, White, Female,6849,0,60, United-States,0
24, Private,247564, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
24, Private,249909, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,0
26, Local-gov,208022, Bachelors,3, Never-married, Prof-specialty, Own-child, White, Male,55,0,40, United-States,0
27, Private,9880, Bachelors,3, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
39, Private,207824, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States,0
30, Private,369027, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States,0
50, Self-emp-not-inc,4007, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, United-States,0
52, Self-emp-inc,50048, Bachelors,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,0
46, Private,2388, Prof-school,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,5024,0,45, United-States,1
23, Private,90483, Bachelors,3, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
45, Private,462440, 00th,7, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, United-States,0
65, Private,9350, 9th,5, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,24, United-States,0
29, Private,34383, Assoc-voc,0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,0
47, Private,240832, 9th,5, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, El-Salvador,0
30, Private,24087, HS-grad,9, Never-married, Farming-fishing, Own-child, Black, Male,0,0,60, United-States,0
34, Private,53604, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,1
38, Self-emp-not-inc,267556, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,64, United-States,0
33, Private,205469, Some-college,0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
49, Private,268090, Bachelors,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,26, United-States,1
47, Self-emp-not-inc,65039, Some-college,0, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
49, Local-gov,20450, 00th,6, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
43, Private,54374, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,5024,0,60, United-States,1
30, Private,3649, Bachelors,3, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,1
58, Self-emp-not-inc,35723, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
9, Private,262600, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,4, United-States,0
20, Private,226080, Bachelors,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
33, Private,75697, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,5024,0,60, United-States,1
47, Self-emp-inc,248045, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cuba,0
52, Self-emp-not-inc,289436, Doctorate,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
26, Private,75654, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,55, United-States,0
60, Private,99378, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
20, Private,60968, Some-college,0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
36, Private,88563, Some-college,0, Married-civ-spouse, Sales, Husband, White, Male,5078,0,50, United-States,1
30, Private,55849, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
50, Self-emp-inc,95322, Doctorate,6, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,1
30, Local-gov,402089, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
70, Private,78277, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,5, United-States,0
58, ?,58600, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States,0
30, State-gov,69496, Bachelors,3, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
20, Private,30959, Some-college,0, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,0
24, Private,556660, HS-grad,9, Never-married, Exec-managerial, Other-relative, White, Male,4000,0,50, United-States,0
35, Private,292472, Doctorate,6, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan,1
38, State-gov,43774, Some-college,0, Separated, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,0
27, Private,288340, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,32, United-States,0
29, State-gov,70592, Some-college,0, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines,0
70, ?,67358, 9th,5, Widowed, ?, Unmarried, White, Female,0,0,5, United-States,0
34, Private,6742, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
44, Private,209288, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
43, Private,74524, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
44, Self-emp-not-inc,335083, 02th,8, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,1
35, Private,260293, Masters,4, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States,0
27, Private,900, Some-college,0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
43, Local-gov,94360, Masters,4, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States,0
20, Private,80045, Some-college,0, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States,0
42, Private,340204, Assoc-acdm,2, Divorced, Prof-specialty, Unmarried, White, Female,8604,0,40, United-States,1
27, State-gov,249362, Some-college,0, Married-civ-spouse, Transport-moving, Husband, White, Male,3400,0,40, United-States,0
42, Private,247009, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,1
20, ?,4746, 00th,7, Married-spouse-absent, ?, Own-child, Asian-Pac-Islander, Female,0,762,40, South,0
24, Private,72046, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,720,40, United-States,0
48, Federal-gov,457, Some-college,0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
7, ?,80077, 00th,7, Never-married, ?, Own-child, White, Female,0,0,20, United-States,0
7, Self-emp-not-inc,368700, 00th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,0, United-States,0
33, Private,82556, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
50, Self-emp-inc,209420, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
22, Private,240807, HS-grad,9, Never-married, Sales, Own-child, White, Female,2597,0,40, United-States,0
7, Private,2726, 02th,8, Never-married, Other-service, Own-child, White, Male,0,0,6, United-States,0
32, Private,226267, Some-college,0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico,0
30, Private,25457, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0
58, Self-emp-not-inc,204020, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0
29, Local-gov,92262, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,48, United-States,0
37, Private,60040, Assoc-voc,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal,1
34, Self-emp-not-inc,90290, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
23, Local-gov,430828, Some-college,0, Separated, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States,0
8, State-gov,59342, 00th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,5, United-States,0
34, Private,36720, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
66, ?,49422, 7th-8th,4, Never-married, ?, Not-in-family, White, Male,0,0,4, United-States,0
45, Local-gov,86644, Bachelors,3, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,55, United-States,0
40, Private,95024, Masters,4, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Dominican-Republic,0
26, Private,67350, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,30, United-States,0
54, Local-gov,3000, Some-college,0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0
24, Private,40027, Some-college,0, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,45, United-States,0
42, Private,262425, Some-college,0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
20, Private,306702, Some-college,0, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States,0
23, State-gov,335453, Bachelors,3, Never-married, Tech-support, Not-in-family, White, Female,0,0,20, United-States,0
25, ?,202480, Assoc-acdm,2, Never-married, ?, Other-relative, White, Male,0,0,45, United-States,0
35, Private,203628, Masters,4, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,1
30, Private,8700, Masters,4, Married-civ-spouse, Tech-support, Husband, White, Male,0,902,40, United-States,1
30, Private,89620, Bachelors,3, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Poland,0
9, Private,475028, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
36, Local-gov,866, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0
30, Private,243605, Bachelors,3, Widowed, Sales, Unmarried, White, Female,0,380,40, Cuba,0
20, Private,63870, Some-college,0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,0
30, Self-emp-not-inc,80045, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
46, Private,295566, Doctorate,6, Divorced, Prof-specialty, Unmarried, White, Female,25236,0,65, United-States,1
44, Private,63042, Bachelors,3, Divorced, Exec-managerial, Own-child, White, Female,0,0,50, United-States,1
40, Private,229048, 02th,8, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Jamaica,0
45, Private,242552, Some-college,0, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States,0
60, Private,77665, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
8, Private,208003, 00th,7, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States,0
28, Private,296450, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
36, Private,70282, Some-college,0, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
36, Private,270767, Bachelors,3, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, ?,0
40, Private,44995, Assoc-voc,0, Married-civ-spouse, Tech-support, Husband, White, Male,4386,0,40, United-States,0
36, Local-gov,382635, Bachelors,3, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Honduras,0
30, Private,295697, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
33, Private,94040, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
9, State-gov,378408, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,0
